at,score,content,content_bersih,label_sentimen,content_final
2025-05-29 16:51:09,2,"makin kesini makin buruk aja TF antar bank ga ada TF via bi fast ga ada jg,sering error ditanggal2 gajian.",makin kesini makin buruk aja tf antar bank ga ada tf via bi fast ga ada jg sering error ditanggal gajian,Negatif,kesini buruk aja tf ga tf via bi fast ga jg error tanggal gaji
2025-05-28 17:43:21,1,bank paaling buruk,bank paaling buruk,Negatif,paaling buruk
2025-05-28 13:39:10,4,Mau cek saldo tapi ada tulisan terjadi kesalahan terus kenapa ya,mau cek saldo tapi ada tulisan terjadi kesalahan terus kenapa ya,Positif,cek saldo tulis salah ya
2025-05-28 13:25:45,1,kode otpnya mana dah,kode otpnya mana dah,Negatif,kode otpnya dah
2025-05-28 02:21:57,1,"MBANKING PALING SAMPAH, TOPUP JAKONE PAY KE REKENING SENDIRI AJA GABISA",mbanking paling sampah topup jakone pay ke rekening sendiri aja gabisa,Negatif,mbanking sampah topup pay rekening aja gabisa
2025-05-27 19:33:32,1,sampah,sampah,Negatif,sampah
2025-05-27 18:58:53,1,"pada saat verifikasi data karna device id berbeda, setelah itu kan masukan nik, no rek, tanggal lahir dan email, setelah diisi semuanya gagal terus, ada notif terjadi kesalahan 0019, sudah saya coba berkali' masih tetep sama, lalu saya sudah mengisi pulsa 12k, tetep sama belum bisa, tolong diperbaiki saya sudah lama seperti ini",pada saat verifikasi data karna device id berbeda setelah itu kan masukan nik no rek tanggal lahir dan email setelah diisi semuanya gagal terus ada notif terjadi kesalahan sudah saya coba berkali masih tetep sama lalu saya sudah mengisi pulsa k tetep sama belum bisa tolong diperbaiki saya sudah lama seperti ini,Negatif,verifikasi data karna device id beda masuk nik no rek tanggal lahir email isi gagal notif salah coba kali tetep isi pulsa k tetep tolong baik
2025-05-27 14:28:04,3,masa maintenance udah sebulan ga rampung² mbanking paling SAMPAH!!!,masa maintenance udah sebulan ga rampung² mbanking paling sampah,Negatif,maintenance udah bulan ga rampung mbanking sampah
2025-05-27 08:39:47,1,sebagai pengguna miris,sebagai pengguna miris,Negatif,guna miris
2025-05-27 07:56:14,1,"transfer dr mbanking lain ga bisa, ini udah mau 2 bulan. dateng ke kcp DKI, niat buat kartu ATM, katanya lewat jakone mobile aja, oke bisa,, tapi setelah sampai dan kartu diterima lalu mau di aktifasi, klik penerima nya dr kiriman kurir ga bisa di klik, komplain via email ke costumer service di suruh dateng ke kcp DKI. bener bener merepotkan, kalo bukan buat bayar rumah sudah ku hapus di jakone mobile. bener bener bank kusut.",transfer dr mbanking lain ga bisa ini udah mau bulan dateng ke kcp dki niat buat kartu atm katanya lewat jakone mobile aja oke bisa tapi setelah sampai dan kartu diterima lalu mau di aktifasi klik penerima nya dr kiriman kurir ga bisa di klik komplain via email ke costumer service di suruh dateng ke kcp dki bener bener merepotkan kalo bukan buat bayar rumah sudah ku hapus di jakone mobile bener bener bank kusut,Negatif,transfer dr mbanking ga udah dateng kcp niat kartu atm aja oke kartu terima aktifasi klik terima dr kirim kurir ga klik komplain via email costumer service suruh dateng kcp bener bener repot kalo bayar rumah ku hapus bener bener kusut
2025-05-27 06:04:57,1,gua top up pulsa udh 3x gagal tapi saldonya tetep kepotong. tolong dong yg bikin apk ditindaklanjuti.,gua top up pulsa udh x gagal tapi saldonya tetep kepotong tolong dong yg bikin apk ditindaklanjuti,Negatif,gua top up pulsa udh x gagal saldo tetep potong tolong yg bikin apk ditindaklanjuti
2025-05-26 22:00:22,1,masa aplikasinya ga bisa untuk transaksi qris QR. ga bisa transfer ke bank lain juga.. kadang buat transaksi qris scan biasa aja juga ga bisa. kalo ada saldo mengendap kan lumayan bisa buat belanja keperluan lainnya. aneh banget. masa m-banking kayak gitu,masa aplikasinya ga bisa untuk transaksi qris qr ga bisa transfer ke bank lain juga kadang buat transaksi qris scan biasa aja juga ga bisa kalo ada saldo mengendap kan lumayan bisa buat belanja keperluan lainnya aneh banget masa m banking kayak gitu,Negatif,aplikasi ga transaksi qris qr ga transfer kadang transaksi qris scan aja ga kalo saldo endap lumayan belanja perlu aneh banget m banking kayak gitu
2025-05-26 19:52:31,1,jakone lelet banget buat verifikasinya. sangat ga recommended 👎🏼,jakone lelet banget buat verifikasinya sangat ga recommended,Negatif,lelet banget verifikasi ga recommended
2025-05-26 19:32:18,3,"maaf min,saya melakukan transaksi pembelian pulsa,proses pembelian gagal,tapi saldo tetap terpotong.. Ini bagaimana caranya kembalinya saldo saya ya min?",maaf min saya melakukan transaksi pembelian pulsa proses pembelian gagal tapi saldo tetap terpotong ini bagaimana caranya kembalinya saldo saya ya min,Negatif,maaf min transaksi beli pulsa proses beli gagal saldo potong kembali saldo ya min
2025-05-25 17:46:17,1,"kode sms ga masuk, oon bgtt",kode sms ga masuk oon bgtt,Negatif,kode sms ga masuk oon bgtt
2025-05-25 14:02:07,1,kok g bisa buat cek KJP ya,kok g bisa buat cek kjp ya,Negatif,g cek kjp ya
2025-05-25 12:25:27,1,"saya mencoba transaksi top up saldo ke kartu jackcard, saldo saya sudah terpotong tapi di kartu jackcard nya tidak masuk. Dan sampai sekarang saldo nya belum balik juga.",saya mencoba transaksi top up saldo ke kartu jackcard saldo saya sudah terpotong tapi di kartu jackcard nya tidak masuk dan sampai sekarang saldo nya belum balik juga,Negatif,coba transaksi top up saldo kartu jackcard saldo potong kartu jackcard masuk saldo
2025-05-25 12:23:34,1,"aplikasi sampah, kode ga terkirim kirim",aplikasi sampah kode ga terkirim kirim,Negatif,sampah kode ga kirim kirim
2025-05-25 10:03:44,1,"Parah nih, isi pulsa gocap gak masuk masuk dari semalem Ampe pagi. Tapi Saldo berkurang. Dzalim.",parah nih isi pulsa gocap gak masuk masuk dari semalem ampe pagi tapi saldo berkurang dzalim,Negatif,parah nih isi pulsa gocap gak masuk masuk semalem ampe pagi saldo kurang dzalim
2025-05-25 09:41:52,1,"Bos, potongan nya kegedean .. tiap bulan kena terus... kalau bisa di kecilin lah, atau di tiadakan itu potongan..",bos potongan nya kegedean tiap bulan kena terus kalau bisa di kecilin lah atau di tiadakan itu potongan,Negatif,bos potong gede kena kecilin tiada potong
2025-05-24 21:36:08,2,"tolong perbaiki tidak bisa akses apapun, dr mulai transfer, qr, dll",tolong perbaiki tidak bisa akses apapun dr mulai transfer qr dll,Negatif,tolong baik akses apa dr transfer qr dll
2025-05-24 21:33:39,3,costumer service tidak bisa diakses operatornya lama,costumer service tidak bisa diakses operatornya lama,Negatif,costumer service akses operator
2025-05-24 20:51:34,1,"pencairan gopay merchant ke rekening dki selalu gagal, ini kenapa min?",pencairan gopay merchant ke rekening dki selalu gagal ini kenapa min,Negatif,cair gopay merchant rekening gagal min
2025-05-24 20:32:21,1,semoga bisa ada perbaikan,semoga bisa ada perbaikan,Negatif,moga baik
2025-05-24 20:25:58,5,Semakin sukses dan berjaya,semakin sukses dan berjaya,Positif,sukses jaya
2025-05-24 18:30:02,5,beri kami yg terbaik,beri kami yg terbaik,Positif,yg baik
2025-05-24 05:09:57,1,kaga bisa daftar aplikasi pea,kaga bisa daftar aplikasi pea,Negatif,kaga daftar pea
2025-05-24 01:31:16,1,pn isi pulsa diketerangan dalam proses kira² sampe kapan oi admin,pn isi pulsa diketerangan dalam proses kira² sampe kapan oi admin,Negatif,pn isi pulsa terang proses kira sampe oi admin
2025-05-23 19:53:09,1,"aplikasi gajelas banget, dari tadi cuma loading doang gabisa masuk ke beranda. di telpon ke call center selalu ditolak",aplikasi gajelas banget dari tadi cuma loading doang gabisa masuk ke beranda di telpon ke call center selalu ditolak,Negatif,gajelas banget loading doang gabisa masuk beranda telpon call center tolak
2025-05-23 17:33:14,1,"dibuka ngk bisa, unsintal kmr instal lagi ngk bisa 😭",dibuka ngk bisa unsintal kmr instal lagi ngk bisa,Negatif,buka ngk unsintal kmr instal ngk
2025-05-23 17:09:16,1,aplikasi gak bermutu..,aplikasi gak bermutu,Negatif,gak mutu
2025-05-23 15:57:15,1,Paraaah ... di update malah Susah log in nya ... app sampah ....klo g k paksa g bakal di instal ... tolong BI FAST nya di kembalikan lagi,paraaah di update malah susah log in nya app sampah klo g k paksa g bakal di instal tolong bi fast nya di kembalikan lagi,Negatif,paraaah update susah log in sampah klo g k paksa g instal tolong bi fast kembali
2025-05-23 14:08:24,1,"Aplikasinya sangat sampah, berulang-ulang selalu gagal transaksi tapi terpotong. Harus tlp call center, buang2 pulsa. Semoga penggajian ASN segera diganti dengan Bank lain. Itu aja, ga usah ada perbaikan2 lagi, lgsg ganti aja.",aplikasinya sangat sampah berulang ulang selalu gagal transaksi tapi terpotong harus tlp call center buang pulsa semoga penggajian asn segera diganti dengan bank lain itu aja ga usah ada perbaikan lagi lgsg ganti aja,Negatif,aplikasi sampah ulang ulang gagal transaksi potong tlp call center buang pulsa moga gaji asn ganti aja ga baik lgsg ganti aja
2025-05-23 12:11:15,1,"kode otp ga masuk"" pdahal plsa ada..knpa ini",kode otp ga masuk pdahal plsa ada knpa ini,Negatif,kode otp ga masuk pdahal plsa knpa
2025-05-23 09:58:27,1,"Kenapa tiba tiba aplikasi ga bisa dibuka, udah beberapa hari , cape banget ini aplikasi",kenapa tiba tiba aplikasi ga bisa dibuka udah beberapa hari cape banget ini aplikasi,Negatif,ga buka udah cape banget
2025-05-21 05:58:19,2,kurang puas krn untuk transsksi dan tranfer ke bsnk lsin tidak bisa,kurang puas krn untuk transsksi dan tranfer ke bsnk lsin tidak bisa,Negatif,puas krn transsksi tranfer bsnk lsin
2025-05-20 18:33:03,1,kacau udah ngabisin pulsa brp ini buat nerima kode . data tidak sesuai terus . ngerugiin,kacau udah ngabisin pulsa brp ini buat nerima kode data tidak sesuai terus ngerugiin,Negatif,kacau udah ngabisin pulsa brp nerima kode data sesuai ngerugiin
2025-05-20 13:53:29,1,"sering error, tiba2 ada pemotongan saldo tanpa ada pesan apa2.",sering error tiba ada pemotongan saldo tanpa ada pesan apa,Negatif,error potong saldo pesan
2025-05-20 13:48:00,1,transaksi gagal tapi saldo kepotong 🤦🤦payah nih apk,transaksi gagal tapi saldo kepotong payah nih apk,Negatif,transaksi gagal saldo potong payah nih apk
2025-05-19 10:55:17,5,"aplikasi jakone mobile saya ga bisa terbuka, diem di booting awal, diem di logo jakone mobile warna merah, mhn solusi",aplikasi jakone mobile saya ga bisa terbuka diem di booting awal diem di logo jakone mobile warna merah mhn solusi,Positif,ga buka diem booting diem logo warna merah mhn solusi
2025-05-19 08:02:07,1,"GATAU KENAPA EROR TERUS KEBANYAKAN ERORNYA, BAYAR LISTRIK KEPOTONG 2X HADEEHHH NGERUGIIN KONSUMEN BANGET",gatau kenapa eror terus kebanyakan erornya bayar listrik kepotong x hadeehhh ngerugiin konsumen banget,Negatif,gatau eror banyak eror bayar listrik potong x hadeehhh ngerugiin konsumen banget
2025-05-19 04:53:41,1,nunggu sms buat verifikasi lama,nunggu sms buat verifikasi lama,Negatif,nunggu sms verifikasi
2025-05-18 12:12:29,5,siang bapak / ibu mau nanya kalo tabungan Simpeda bank DKI apa masuk dalam aplikasi jackone ..soalnya dari hari Jumat kok bgak bisa otomatis masuk ke aplikasi tks,siang bapak ibu mau nanya kalo tabungan simpeda bank dki apa masuk dalam aplikasi jackone soalnya dari hari jumat kok bgak bisa otomatis masuk ke aplikasi tks,Positif,siang nanya kalo tabung simpeda masuk jackone jumat bgak otomatis masuk tks
2025-05-18 08:47:11,3,M-banking maintenance Mulu udah dari tgl 12 mei masih belum bisa juga,m banking maintenance mulu udah dari tgl mei masih belum bisa juga,Negatif,m banking maintenance mulu udah tgl mei
2025-05-17 18:17:09,1,"ru pertama pke bank jakone mbanking..masa eror mbanking lama bgd, kesan pertama udh dksh jelekkk aja.🤦🤦🤦",ru pertama pke bank jakone mbanking masa eror mbanking lama bgd kesan pertama udh dksh jelekkk aja,Negatif,ru pke mbanking eror mbanking bgd kesan udh dksh jelekkk aja
2025-05-17 17:25:41,1,duit w ilang woy 500rb.. balikin,duit w ilang woy rb balikin,Negatif,duit w ilang woy rb balikin
2025-05-17 16:09:08,1,mau masuk aja ga bisa ya Allah Susa benerrr,mau masuk aja ga bisa ya allah susa benerrr,Negatif,masuk aja ga ya allah susa benerrr
2025-05-17 13:13:20,5,mntap,mntap,Positif,mntap
2025-05-17 05:54:27,1,saya salah satu pengguna yg terpaksa memakai apk ini dikarenakan untuk pembelian token listrik salah satu rusun hanya bisa melalui apk ini tp yg menjadi masalah adalah jumlah nominal token yg di terima berbeda jauh jika di bandingkan dgn membeli di apk lain berdasarkan hitungan yg di tetepkan oleh pihak pln....bisa di bantu penjelasannya..??,saya salah satu pengguna yg terpaksa memakai apk ini dikarenakan untuk pembelian token listrik salah satu rusun hanya bisa melalui apk ini tp yg menjadi masalah adalah jumlah nominal token yg di terima berbeda jauh jika di bandingkan dgn membeli di apk lain berdasarkan hitungan yg di tetepkan oleh pihak pln bisa di bantu penjelasannya,Negatif,salah guna yg paksa pakai apk beli token listrik salah rusun apk tp yg nominal token yg terima beda banding dgn beli apk dasar hitung yg tetepkan pln bantu jelas
2025-05-17 00:43:24,1,"kalo bukan karna urusan kerjaan, udah gua apus dari dulu nih aplikasi.. keseringan bermasalahNya dari pada benernya..",kalo bukan karna urusan kerjaan udah gua apus dari dulu nih aplikasi keseringan bermasalahnya dari pada benernya,Negatif,kalo karna urus kerja udah gua apus nih sering masalah benernya
2025-05-16 22:34:42,1,gabisa upload ktp,gabisa upload ktp,Negatif,gabisa upload ktp
2025-05-16 18:39:06,1,buset dah dri lebaran sampe srkng masih error . ini yg kerja gimana dah. saldo juga jadi 0 masih ada saldo padahal,buset dah dri lebaran sampe srkng masih error ini yg kerja gimana dah saldo juga jadi masih ada saldo padahal,Negatif,buset dah dri lebaran sampe srkng error yg kerja gimana dah saldo saldo
2025-05-16 16:41:24,1,"mauu login di device baruu susah, berkali-kali eror umum (0404) muluu, aneh banget.",mauu login di device baruu susah berkali kali eror umum muluu aneh banget,Negatif,mauu login device baruu susah kali kali eror muluu aneh banget
2025-05-16 16:30:36,1,saya sudah download app ini tetapi kenapa tidak untuk verifikasi no hp tidak bisa?,saya sudah download app ini tetapi kenapa tidak untuk verifikasi no hp tidak bisa,Negatif,download verifikasi no hp
2025-05-16 15:55:51,5,"selamat sore, jakone saya sering service time out terus,kenapa ya, padahal pake WiFi 😇",selamat sore jakone saya sering service time out terus kenapa ya padahal pake wifi,Positif,selamat sore service time out ya pake wifi
2025-05-16 14:59:57,1,satu bintang dulu jika saya bisa daftar maka akan saya kasih bintang 5,satu bintang dulu jika saya bisa daftar maka akan saya kasih bintang,Negatif,bintang daftar kasih bintang
2025-05-16 13:47:26,1,naik darah gw di buat bank dki. gangguan mulu...!!!!,naik darah gw di buat bank dki gangguan mulu,Negatif,darah gw ganggu mulu
2025-05-16 12:16:47,1,"Kenapa sich Bank DKI, ATM dan Aplikasi nya lemot... Kan Manajemen baru di rubah .. masa kaga ada perubahan apa harus ganti lagi",kenapa sich bank dki atm dan aplikasi nya lemot kan manajemen baru di rubah masa kaga ada perubahan apa harus ganti lagi,Negatif,sich atm lot manajemen rubah kaga ubah ganti
2025-05-16 09:17:58,1,"saya tidak bisa registrasi, selalu loading di bagian upload KTP,dan selalu ada kesalahan",saya tidak bisa registrasi selalu loading di bagian upload ktp dan selalu ada kesalahan,Negatif,registrasi loading upload ktp salah
2025-05-16 08:25:22,1,"parah aplikasi sudah seminggu lebih gak bisa dii gunakan😡 laporan ke bank langsung sama aja jawabannya gak pasti sampe kapan ada kendala seperti ini😡😡😡 tolong dong kalo ada perbaikan segera dii proses lebih cepat jangan di tunda"" seperti ini,, percuma ada'a aplikasi DKI mobile tapi tidak bisa di pergunakan👎👎👎👎",parah aplikasi sudah seminggu lebih gak bisa dii gunakan laporan ke bank langsung sama aja jawabannya gak pasti sampe kapan ada kendala seperti ini tolong dong kalo ada perbaikan segera dii proses lebih cepat jangan di tunda seperti ini percuma ada a aplikasi dki mobile tapi tidak bisa di pergunakan,Negatif,parah minggu gak dii lapor langsung aja jawab gak sampe kendala tolong kalo baik dii proses cepat tunda a guna
2025-05-16 06:33:58,1,aplikasi jelekk,aplikasi jelekk,Negatif,jelekk
2025-05-15 20:11:34,1,coba deh bikin se menarik bca atau livin,coba deh bikin se menarik bca atau livin,Negatif,coba deh bikin tarik bca livin
2025-05-15 17:13:35,2,aplikasi lemah,aplikasi lemah,Negatif,lemah
2025-05-15 16:02:41,5,"setelah di update pembayaran untuk shopee kok GK ada ya,",setelah di update pembayaran untuk shopee kok gk ada ya,Positif,update bayar shopee gk ya
